id,title,date,labels,type
9616,بیانات در دیدار اعضای شورای عالی انقلاب فرهنگی,1376/11/04,انضباط اجتماعی؛ دانشگاه اسلامی؛ ,baianat
2869,بیانات در خطبه‌های نمازجمعه,1376/10/26,مذاکره با آمریکا؛ ابتکارات دشمن؛ تحریم اقتصادی؛ تروریسم بین‌المللی؛ تروریسم دولتی؛ عزت ملی؛ نماز جمعه؛ دستاوردهای انقلاب اسلامی؛ خط امام؛ تحلیل کلان انقلاب اسلامی؛ جهاد سیاسی؛ محاصره اقتصادی؛ افول آمریکا؛ مقاومت ملت ایران؛ مصالح ملّی؛ استقلال ملی؛ اقشار مختلف مردم؛ ,baianat
2868,بیانات در خطبه‌های نمازجمعه,1376/10/12,اتحاد ملی و انسجام اسلامی؛ اختلاف‌افکنی؛ تهاجم فرهنگی؛ مذاکره با آمریکا؛ نماز جمعه؛ اعتماد به خدا؛ دانشگاه اسلامی؛ جهاد فرهنگی؛ محاصره اقتصادی؛ نصرت الهی؛ اقشار مختلف مردم؛ ,baianat
2867,بیانات در دیدار جمعی از روحانیون,1376/10/03,اختلاف‌افکنی؛ تدبر در قرآن؛ عزت ملی؛ دشمن درونی.دشمن بیرونی؛ عزت امت اسلامی؛ جدایی دین از سیاست؛ تحلیل کلان انقلاب اسلامی؛ تبلیغ صحیح؛ اخلاق سیاسی؛ ارزش‌های انقلاب اسلامی؛ یأس مسلمین؛ قدرت تحلیل سیاسی؛ دست قدرت الهی؛ اصول انقلاب اسلامی؛ ,baianat
2865,بیانات در دیدار اقشار مختلف مردم,1376/09/25,تهاجم فرهنگی؛ عزت ملی؛ تخریب اذهان؛ روشنفکری؛ زن مسلمان ایرانی؛ سرنوشت امت اسلامی؛ یأس مسلمین؛ دست قدرت الهی؛ ,baianat
2863,بیانات در آغاز هشتمین اجلاس سران کشورهای اسلامی,1376/09/18,تبادل فرهنگی؛ تهاجم فرهنگی؛ عدالت اجتماعی؛ استعمار نو؛ ایران‌هراسی؛ اسلام‌هراسی؛ ابتکارات دشمن؛ خودی و غیرخودی؛ دشمن درونی.دشمن بیرونی؛ هویت اسلامی؛ عزت امت اسلامی؛ تمدن اسلامی؛ اسلام سیاسی؛ حضور مردم در صحنه؛ سرنوشت امت اسلامی؛ اقتدار اقتصادی؛ راه حل مسئله فلسطین؛ خصال ملّی؛ مشارکت مردم؛ سازش با آمریکا؛ ,baianat
2862,بیانات در دیدار جمعی از پاسداران,1376/09/13,استعمار فرانو؛ اقتدار ملی؛ انزوای سیاسی؛ صراط مستقیم‌ انقلاب‌ اسلامی؛ وعده‌های الهی؛ اقتدار نظامی؛ نقاط ضعف جمهوری اسلامی؛ یأس دشمن؛ مقاومت ملت ایران؛ اقتدار معنوی؛ ,baianat
2861,بیانات در دیدار کارگزاران نظام,1376/09/07,جامعه اسلامی؛ دستاوردهای انقلاب اسلامی؛ اخلاق اجتماعی؛ ,baianat
2860,بیانات در دیدار جمعی از بسیجیان,1376/09/05,اختلاف‌افکنی؛ دشمن‌شناسی؛ بصیرت؛ اعتماد مردم به نظام اسلامی؛ صهیونیسم بین‌‏الملل؛ تخریب اذهان؛ دستاوردهای انقلاب اسلامی؛ محاصره اقتصادی؛ حضور مردم در صحنه؛ یأس مسلمین؛ قدرت تحلیل سیاسی؛ امنیت ملّی؛ دیدار بسیجیان؛ ,baianat
9945,بیانات در دیدار جمعی از دانش‌آموزان و دانشجویان,1376/08/14,مذاکره با آمریکا؛ نظام سلطه؛ استکبارستیزی؛ بنیادگرایی؛ سلطه‌پذیری؛ روشنفکری؛ پیشرفت علمی ایران؛ محاصره اقتصادی؛ وعده‌های الهی؛ حقوق بشر؛ مقاومت ملت ایران؛ مصالح ملّی؛ نفوذ دشمن؛ شعار مرگ بر آمریکا؛ دیدار ۱۳آبان؛ ,baianat
24770,بیانات در دیدار اعضای دفتر همکاری حوزه و دانشگاه,1376/08/13,,baianat
2859,بیانات در دیدار جمعی از زنان,1376/07/30,مردمسالاری دینی؛ نوآوری و شکوفایی؛ الگوی اسلامی زن؛ الگوی غربی زن؛ جامعه اسلامی؛ حقوق زن؛ تجملگرایی؛ ورزشگاه آزادی؛ دیدار زنان با رهبر انقلاب؛ ,baianat
2858,بیانات در دیدار مردم کرج‌,1376/07/24,اتحاد ملی و انسجام اسلامی؛ اختلاف‌افکنی؛ وحدت کلمه؛ اعتماد مردم به نظام اسلامی؛ عزت ملی؛ اسلام ناب محمدی؛ دستاوردهای انقلاب اسلامی؛ خط امام؛ روشنفکری؛ حضور مردم در صحنه؛ احساس مسئولیت؛ ارزش‌های انقلاب اسلامی؛ مشارکت مردم؛ مصالح ملّی؛ استقلال ملی؛ نفوذ ایران در منطقه؛ ,baianat
24769,بیانات در دیدار نمایندگان نهاد نمایندگی ولی فقیه در دانشگاهها,1376/07/16,تبلیغ صحیح؛ ,baianat
2856,بیانات در دیدار نیروهای حاضر در مانور ذوالفقار,1376/07/05,اقتدار ملی؛ خودکفایی؛ اقتدار نظامی؛ ارزش‌های انقلاب اسلامی؛ مردمی بودن مسئولان؛ ,baianat
2854,بیانات در دیدار جمعی از فرماندهان سپاه,1376/06/26,تقوای سیاسی؛ اقتدار ملی؛ بیداری اسلامی؛ تجربه ملت ایران؛ اقتدار نظامی؛ کرامت ملت‌ها؛ مقاومت اسلامی؛ لحظه‌شناسی؛ کرامت انسان؛ جوان مؤمن انقلابی؛ ,baianat
2852,بیانات در دیدار جمعی از پرستاران,1376/06/19,عبرت‌های انقلاب؛ استکبارستیزی؛ الگوی اسلامی زن؛ اهداف نظام جمهوری اسلامی؛ جامعه اسلامی؛ بنیادگرایی؛ دانشگاه اسلامی؛ تمدن اسلامی؛ احساس مسئولیت؛ حقوق بشر؛ تمدن‌سازی نوین اسلامی؛ ,baianat
2851,بیانات در مراسم افتتاحیه‌‌ی مانور فرهنگی ـ ورزشی جانبازان و معلولان,1376/06/15,افتخارات جمهوری اسلامی؛ جهاد فرهنگی؛ اقتدار معنوی؛ ,baianat
2850,بیانات در دیدار رئیس‌جمهور و اعضای هیأت دولت,1376/06/02,رانت‌خواری؛ عوام و خواص؛ قانون‌شکنی؛ تدبر در قرآن؛ قانون‌‌گرایی؛ نصرت الهی؛ ,baianat
2849,بیانات در دیدار جمعی از ایثارگران و خانواده‌های شهدا,1376/05/29,آرمانخواهی؛ عبرت‌های انقلاب؛ عدالت اجتماعی؛ تجربه ملت ایران؛ تمدن اسلامی؛ وعده‌های الهی؛ حقوق بشر؛ تمدن‌سازی نوین اسلامی؛ مقاومت ملت ایران؛ ,baianat
2847,بیانات در مراسم تنفیذ حکم ریاست‌جمهوری,1376/05/12,اقتدار ملی؛ منافع ملی؛ محاصره اقتصادی؛ دموکراسی غربی؛ حضور مردم در صحنه؛ نصرت الهی؛ نظام سرمایه‌داری غرب؛ احساس مسئولیت؛ کرامت ملت‌ها؛ دست قدرت الهی؛ تنفیذ؛ ,baianat
2846,بیانات در آخرین دیدار رئیس‌جمهور و اعضای هیأت دولت ششم,1376/05/09,عدالت اجتماعی؛ وجدان کاری؛ ,baianat
2845,بیانات در دیدار مهمانان کنفرانس وحدت اسلامی,1376/05/01,دشمن‌شناسی؛ عوام و خواص؛ خودی و غیرخودی؛ هویت اسلامی؛ جدایی دین از سیاست؛ سیاست‌زدائی؛ حقوق بشر؛ دولت اسلامی؛ ,baianat
2844,بیانات در دیدار جمعی از فرماندهان نیروی انتظامی,1376/04/25,رانت‌خواری؛ عدالت اجتماعی؛ مفاسد اقتصادی؛ قانون‌شکنی؛ جامعه اسلامی؛ روشنفکری؛ امنیت اقتصادی؛ اقتدار قضایی؛ حقوق بشر؛ دولت اسلامی؛ امنیت ملّی؛ ,baianat
2843,بیانات در مراسم هشتمین سالگرد رحلت امام خمینی (رحمه‌الله),1376/03/14,اعتماد به نفس ملی؛ فقه سنتی و پویا؛ نظام سلطه؛ جامعه اسلامی؛ حقوق زن؛ عزت ملی؛ صدور انقلاب اسلامی؛ انس با قرآن؛ لیبرال دموکراسی؛ محاصره اقتصادی؛ حضور مردم در صحنه؛ فقه حکومتی؛ حقوق بشر؛ یأس دشمن؛ سبک زندگی؛ رحلت امام خمینی؛ مراسم سالگرد رحلت امام خمینی؛ هنر امام خمینی؛ حرم امام خمینی؛ اقشار مختلف مردم؛ زر زور تزویر؛ ,baianat
2842,بیانات در دیدار نمایندگان مجلس,1376/03/07,اختلاف‌افکنی؛ عدالت اجتماعی؛ افتخارات جمهوری اسلامی؛ حضور مردم در صحنه؛ احساس مسئولیت؛ مشارکت مردم؛ مردمی بودن مسئولان؛ ,baianat
2840,مصاحبه با خبرنگار صدا و سیما پس از شرکت در انتخابات ریاست جمهوری,1376/03/02,احساس مسئولیت؛ ,baianat
2839,بیانات در دیدار جمعی از خانواده‌‌های ایثارگران,1376/02/31,اخلاق انتخاباتی؛ خودی و غیرخودی؛ حضور مردم در صحنه؛ اخلاق سیاسی؛ احساس مسئولیت؛ اخلاق اجتماعی؛ نامزد اصلح؛ یأس دشمن؛ مشارکت مردم؛ استقلال ملی؛ ,baianat
2838,بیانات در دیدار جمعی از خانواده‌های شهدا,1376/02/17,تهاجم فرهنگی؛ عوام و خواص؛ نخبگان خطاکار؛ الگوی اسلامی زن؛ تروریسم دولتی؛ حقوق زن؛ لیبرال دموکراسی؛ زن مسلمان ایرانی؛ حقوق بشر؛ مقاومت ملت ایران؛ ,baianat
2837,مصاحبه در پایان بازدید از نمایشگاه کتاب,1376/02/14,بازدید از نمایشگاه کتاب؛ ,baianat
2836,بیانات در دیدار جمعی از روحانیون,1376/02/13,خودی و غیرخودی؛ جدایی دین از سیاست؛ حضور مردم در صحنه؛ احساس مسئولیت؛ مشارکت مردم؛ اصول انقلاب اسلامی؛ ,baianat
2835,بیانات در دیدار جمعی از کارگران و معلمان,1376/02/10,استکبارستیزی؛ حمایت از تولید ملی؛ کالای داخلی؛ وجدان کاری؛ خودکفایی؛ اتقان کاری؛ پیشرفت علمی ایران؛ فرهنگ کار؛ احساس مسئولیت؛ حقوق بشر؛ تعامل با دنیا؛ ,baianat
2834,بیانات در دیدار کارگزاران نظام,1376/02/06,اعتماد مردم به نظام اسلامی؛ تمدن اسلامی؛ اسلام سیاسی؛ مردمی بودن مسئولان؛ ,baianat
2833,بیانات در دیدار نیروهای حاضر در مانور طریق‌‌‌القدس‌,1376/02/03,بصیرت؛ استقلال اقتصادی؛ تمدن اسلامی؛ پیشرفت علمی ایران؛ حقوق بشر؛ تمدن‌سازی نوین اسلامی؛ غیرت ملی؛ ,baianat
2832,بیانات در دیدار جمعی از فرماندهان و کارکنان ارتش,1376/01/27,عزت ملی؛ خودکفایی؛ تجربه ملت ایران؛ تجملگرایی؛ عزت حکمت مصلحت؛ حضور مردم در صحنه؛ اقتدار اقتصادی؛ استقلال فرهنگی؛ استقلال ملی؛ ,baianat
2830,بیانات در دیدار زائرین و مجاورین حرم مطهر رضوی,1376/01/01,رانت‌خواری؛ عدالت اجتماعی؛ عدالت و پیشرفت؛ تروریسم بین‌المللی؛ تروریسم دولتی؛ جامعه اسلامی؛ شبهه‏‌افکنی؛ منافع ملی؛ اسلام ناب محمدی؛ تجملگرایی؛ لیبرال دموکراسی؛ اسلام‌ستیزی؛ محاصره اقتصادی؛ دموکراسی غربی؛ وعده‌های الهی؛ نظام سرمایه‌داری غرب؛ اخلاق اجتماعی؛ یأس مسلمین؛ مصالح ملّی؛ تحول‌گرایی؛ ,baianat
2933,بیانات در دیدار شرکت‌کنندگان در همایش آسیب‌‌شناسی انقلاب‌,1377/12/15,عوام و خواص؛ شبهه‏‌افکنی؛ دشمن درونی.دشمن بیرونی؛ آسیب‌شناسی‌ انقلاب‌ اسلامی؛ روشنفکری؛ نصرت الهی؛ توهم توطئه؛ انقلاب کبیر اسلامی ایران؛ ,baianat
2932,بیانات پس از بازدید از مؤسسه‌ی تحقیقات جنگل‌ها و مراتع,1377/12/14,,baianat
44110,گزیده‌ای از بیانات در دیدار جمعی از زوج‌های جوان,1377/12/11,,baianat
8611,مصاحبه با خبرنگار صدا و سیما پس از شرکت در انتخابات شوراها,1377/12/07,,baianat
7571,بیانات در جلسه پرسش و پاسخ مدیران مسئول و سردبیران نشریات دانشجویی,1377/12/04,استحاله؛ عدالت اجتماعی؛ نوآوری و شکوفایی؛ نخبگان خطاکار؛ اقتصاد اسلامی؛ امر به معروف و نهی از منکر؛ جامعه اسلامی؛ بیداری اسلامی؛ دستاوردهای انقلاب اسلامی؛ صراط مستقیم‌ انقلاب‌ اسلامی؛ جنبش عدالتخواهی؛ تبلیغ صحیح؛ نظام سرمایه‌داری غرب؛ ارزش‌های انقلاب اسلامی؛ حقوق بشر؛ نقاط ضعف جمهوری اسلامی؛ مشارکت مردم؛ قدرت تحلیل سیاسی؛ مصالح ملّی؛ وزارت اطلاعات؛ تفکر انقلابی؛ ,baianat
2929,بیانات در دیدار جمعی از پرسنل نیروی هوایی,1377/11/19,افتخارات جمهوری اسلامی؛ منافع ملی؛ خودکفایی؛ سلطه‌پذیری؛ مقاومت ملت ایران؛ لحظه‌شناسی؛ تعامل با دنیا؛ دیدار نیروی هوایی ارتش به مناسبت ۱۹ بهمن؛ ,baianat
2927,بیانات در جلسه پرسش و پاسخ با جوانان در دومین روز از دهه فجر (روز انقلاب اسلامی و جوانان),1377/11/13,تهاجم فرهنگی؛ نوآوری و شکوفایی؛ وحدت کلمه؛ بصیرت؛ نظام سلطه؛ الگوی غربی زن؛ شبهه‏‌افکنی؛ هویت ملی؛ پیشرفت علمی ایران؛ دستاوردهای ملت ایران؛ خدمت سربازی؛ عزم ملی؛ احساس مسئولیت؛ هنر انقلابی؛ مشارکت مردم؛ قدرت تحلیل سیاسی؛ مصالح ملّی؛ ,baianat
2925,بیانات در خطبه‌های نماز عید فطر,1377/10/28,اختلاف‌افکنی؛ وحدت کلمه؛ بصیرت؛ تروریسم دولتی؛ اعتماد به خدا؛ غیرت امت اسلام؛ ,baianat
2926,بیانات در دیدار اقشار مختلف مردم,1377/10/28,حیات طیبه؛ وحدت کلمه؛ تروریسم بین‌المللی؛ تروریسم دولتی؛ جامعه اسلامی؛ صهیونیسم بین‌‏الملل؛ عزت ملی؛ عزم ملی؛ حقوق بشر؛ مقاومت ملت ایران؛ استقلال ملی؛ ,baianat
24657,بیانات در دیدار تشکّلهای مختلف دانشجویی دانشگاههای تهران,1377/10/24,دیدار رمضانی دانشجویان؛ ,baianat
2923,بیانات در خطبه‌های نمازجمعه,1377/10/18,عوام و خواص؛ اقتدار ملی؛ بصیرت؛ خودی و غیرخودی؛ صهیونیسم بین‌‏الملل؛ نماز جمعه؛ روشنفکری؛ اقتدار نظامی؛ مشارکت مردم؛ مصالح ملّی؛ وزارت اطلاعات؛ کارکنان وزارت اطلاعات؛ اقشار مختلف مردم؛ ,baianat
2922,بیانات در خطبه‌های نمازجمعه‌,1377/10/04,اصلاح الگوی مصرف؛ اختلاف‌افکنی؛ مذاکره با آمریکا؛ وحدت کلمه؛ تدبر در قرآن؛ نماز جمعه؛ انس با قرآن؛ وعده‌های الهی؛ اقتصاد بدون نفت؛ یأس مسلمین؛ دولت اسلامی؛ اقتدار معنوی؛ تعامل با دنیا؛ اقشار مختلف مردم؛ ,baianat
24653,بیانات در دیدار جمعی از دانشجویان بسیجی,1377/09/25,تهاجم فرهنگی؛ صدور انقلاب اسلامی؛ شجره‌ طیبه‌ انقلاب‌ اسلامی؛ حرف نو جمهوری اسلامی؛ فتح الفتوح انقلاب اسلامی؛ جوان مؤمن انقلابی؛ تفکر انقلابی؛ ,baianat
2921,بیانات در دیدار جمعی از روحانیون,1377/09/23,اتحاد ملی و انسجام اسلامی؛ دشمن‌شناسی؛ بیداری اسلامی؛ اعتماد به خدا؛ اسلام ناب محمدی؛ پیشرفت علمی ایران؛ محاصره اقتصادی؛ وعده‌های الهی؛ احساس مسئولیت؛ سکینه الهی؛ مقاومت ملت ایران؛ حفظ نظام اسلامی؛ امنیت ملّی؛ امنیت فکری؛ ,baianat
44015,گزیده بیانات در دیدار خانواده و مسئولان ستاد برگزاری مراسم ارتحال استاد علّامه محمدتقی جعفری,1377/09/17,,baianat
2920,بیانات در دیدار جمعی از پاسداران و بسیجیان,1377/09/02,دشمن‌شناسی؛ وحدت کلمه؛ بصیرت؛ اعتماد مردم به نظام اسلامی؛ اعتماد به خدا؛ لحظه‌شناسی؛ دیدار بسیجیان؛ ,baianat
2919,بیانات در مراسم اختتامیه‌ی مسابقات قرآن‌,1377/09/01,تدبر در قرآن؛ انس با قرآن؛ تربیت قرآنی؛ نصرت الهی؛ ,baianat
2918,بیانات در دیدار کارگزاران نظام,1377/08/26,عدالت و پیشرفت؛ تدبر در قرآن؛ اسلام ناب محمدی؛ انس با قرآن؛ پیشرفت علمی ایران؛ یأس دشمن؛ دولت اسلامی؛ ,baianat
2916,بیانات در دیدار جمعی از دانش‌آموزان و دانشجویان,1377/08/12,مذاکره با آمریکا؛ بصیرت؛ نظام سلطه؛ استکبارستیزی؛ بیداری اسلامی؛ منافع ملی؛ سیاست‌زدائی؛ یأس مسلمین؛ بیداری ملت‌ها؛ دیدار ۱۳آبان؛ سازش با آمریکا؛ ,baianat
2915,بیانات در خطبه‌های نماز جمعه,1377/08/08,اصلاح‌طلبی؛ بصیرت؛ آراستگی به فضائل اخلاقی؛ خودی و غیرخودی؛ تروریسم بین‌المللی؛ تروریسم دولتی؛ نماز جمعه؛ حضور مردم در صحنه؛ نصرت الهی؛ ارزش‌های انقلاب اسلامی؛ افول آمریکا؛ مشارکت مردم؛ مصالح ملّی؛ اقشار مختلف مردم؛ ,baianat
2913,بیانات در دیدار اقشار مختلف مردم‌,1377/07/29,عزت ملی؛ اعتماد به خدا؛ انس با خدا؛ حضور مردم در صحنه؛ یأس دشمن؛ لحظه‌شناسی؛ اقتدار معنوی؛ تحول‌گرایی؛ ,baianat
2912,بیانات در مراسم صبحگاه لشکر سیدالشهداء(ع),1377/07/26,عبرت‌های انقلاب؛ خودی و غیرخودی؛ جهاد اقتصادی؛ جهاد فرهنگی؛ فتح الفتوح انقلاب اسلامی؛ جوان مؤمن انقلابی؛ ,baianat
7875,بیانات‌ در جمع سپاهیان و بسیجیان لشکر ۱۰ سیدالشهداء,1377/07/26,دشمن‌شناسی؛ آسیب‌شناسی‌ انقلاب‌ اسلامی؛ انس با قرآن؛ ,baianat
2911,بیانات در دیدار جمعی از مداحان,1377/07/19,الگوی اسلامی زن؛ هنر مداحی؛ ,baianat
2910,بیانات رهبر انقلاب در دیدار جمعی از بانوان اندیشمند و سخنان بانوان در این دیدار,1377/07/18,آرمانخواهی؛ سیاسی‌‌بازی و سیاسی‌‌کاری؛ تدبر در قرآن؛ حقوق زن؛ روشنفکری؛ حقوق بشر؛ قدرت تحلیل سیاسی؛ ,baianat
2909,بیانات در دیدار جمعی از مسئولان جهاد سازندگی,1377/07/15,براندازی؛ دشمن‌شناسی؛ نوآوری و شکوفایی؛ همت مضاعف و کار مضاعف؛ افتخارات جمهوری اسلامی؛ خودی و غیرخودی؛ اسلام ناب محمدی؛ روشنفکری؛ حضور مردم در صحنه؛ نصرت الهی؛ نقاط ضعف جمهوری اسلامی؛ یأس دشمن؛ مقاومت ملت ایران؛ مشارکت مردم؛ قدرت تحلیل سیاسی؛ دست قدرت الهی؛ نفوذ دشمن؛ معیت الهی؛ ,baianat
37451,بیانات در دیدار خانواده شهید لاجوردى,1377/07/14,اختلاف‌افکنی؛ اسلام ناب محمدی؛ ,baianat
2906,بیانات در دیدار جمعی از خانواده‌‌های شهدا,1377/07/05,دشمن‌شناسی؛ محاصره اقتصادی؛ عزم ملی؛ ,baianat
2904,بیانات در دیدار جمعی از فرماندهان سپاه,1377/06/24,تهاجم فرهنگی؛ عزت ملی؛ انزوای سیاسی؛ حضور مردم در صحنه؛ حفظ نظام اسلامی؛ مصالح ملّی؛ ,baianat
2900,بیانات در دانشگاه تربیت مدرّس‌,1377/06/12,تهاجم فرهنگی؛ نوآوری و شکوفایی؛ تولید علم؛ روشنفکری؛ پیشرفت علمی ایران؛ انحصار علمی؛ نقاط قوت جمهوری اسلامی؛ نقاط ضعف جمهوری اسلامی؛ آزادی اندیشه؛ آزادی مطبوعات؛ قدرت تحلیل سیاسی؛ استقلال فکری؛ اصول انقلاب اسلامی؛ ,baianat
2901,بیانات در جلسه پرسش و پاسخ دانشگاه تربیت مدرس‌,1377/06/12,اصلاح‌طلبی؛ اعتماد به نفس ملی؛ شایسته‌سالاری؛ تولید علم؛ دستاوردهای انقلاب اسلامی؛ خودکفایی؛ استقلال اقتصادی؛ آزادی از منظر تکلیف؛ مشارکت مردم؛ ,baianat
2899,بیانات در دیدار رئیس‌جمهور و اعضای هیأت دولت,1377/06/02,عبرت‌های انقلاب؛ تروریسم بین‌المللی؛ تروریسم دولتی؛ جامعه اسلامی؛ دیپلماسی عمومی؛ نقاط قوت جمهوری اسلامی؛ نقاط ضعف جمهوری اسلامی؛ ,baianat
2897,بیانات در دیدار جمعی از آزادگان,1377/05/27,اقتدار ملی؛ صهیونیسم بین‌‏الملل؛ منافع ملی؛ هویت ملی؛ پیشرفت علمی ایران؛ ارزش‌های انقلاب اسلامی؛ دست قدرت الهی؛ ,baianat
23018,بیانات در دیدار اعضای کنگره بزرگداشت مرحوم حاج ملا علی آخوند همدانی,1377/05/03,همدان؛ حاج ملا علی آخوند همدانی؛ ,baianat
2895,بیانات در دیدار کارگزاران نظام,1377/04/21,وحدت کلمه؛ تروریسم بین‌المللی؛ تروریسم دولتی؛ صهیونیسم بین‌‏الملل؛ عزت ملی؛ نابودی رژیم صهیونیستی؛ ,baianat
2894,بیانات در دیدار مسئولان دستگاه قضایی,1377/04/07,عدالت اجتماعی؛ اعتماد مردم به نظام اسلامی؛ شبهه‏‌افکنی؛ امنیت اقتصادی؛ نظام سرمایه‌داری غرب؛ احساس مسئولیت؛ ,baianat
2891,بیانات در دیدار مردم آمل‌,1377/03/21,اختلاف‌افکنی؛ تهاجم فرهنگی؛ نوآوری و شکوفایی؛ وحدت کلمه؛ خودی و غیرخودی؛ انس با قرآن؛ ,baianat
2890,بیانات در مراسم نهمین سالگرد رحلت امام خمینی (رحمه‌الله),1377/03/14,وحدت کلمه؛ اسلام ناب محمدی؛ استقلال اقتصادی؛ رحلت امام خمینی؛ مراسم سالگرد رحلت امام خمینی؛ حرم امام خمینی؛ اقشار مختلف مردم؛ ,baianat
18898,مصاحبه در پایان بازدید از نمایشگاه کتاب,1377/03/05,نظریه‌پردازی؛ بازدید از نمایشگاه کتاب؛ ,baianat
3932,بیانات در دیدار مسئولان کانون پرورش فکری کودکان و نوجوانان,1377/02/23,لحظه‌شناسی؛ ,baianat
2887,بیانات در جلسه پرسش و پاسخ دانشگاه تهران‌,1377/02/22,تهاجم فرهنگی؛ سیاسی‌‌بازی و سیاسی‌‌کاری؛ امر به معروف و نهی از منکر؛ جامعه اسلامی؛ عزت ملی؛ روشنفکری؛ دانشگاه اسلامی؛ جهاد فرهنگی؛ پیشرفت علمی ایران؛ استقلال علمی؛ لحظه‌شناسی؛ قدرت تحلیل سیاسی؛ جوان مؤمن انقلابی؛ ,baianat
2888,بیانات در جمع دانشجویان دانشگاه تهران‌,1377/02/22,روشنفکری؛ حضور مردم در صحنه؛ هنر انقلابی؛ ,baianat
2886,بیانات در خطبه‌‌های نمازجمعه,1377/02/18,عبرتهای عاشورا؛ عوام و خواص؛ تروریسم دولتی؛ جامعه اسلامی؛ نماز جمعه؛ تخریب اذهان؛ نصرت الهی؛ قدرت تحلیل سیاسی؛ اقشار مختلف مردم؛ ,baianat
2885,بیانات در دیدار جمعی از کارگران و معلمان,1377/02/09,وحدت کلمه؛ حمایت از تولید ملی؛ جامعه اسلامی؛ اتقان کاری؛ فرهنگ کار؛ احساس مسئولیت؛ مقاومت ملت ایران؛ انقلاب کبیر اسلامی ایران؛ ,baianat
2884,بیانات در دیدار جمعی از جوانان,1377/02/07,تهاجم فرهنگی؛ شایسته‌سالاری؛ آراستگی به فضائل اخلاقی؛ الگوی اسلامی زن؛ پیشرفت علمی ایران؛ احساس مسئولیت؛ اخلاق اجتماعی؛ فتح الفتوح انقلاب اسلامی؛ ,baianat
2883,بیانات در دیدار جمعی از روحانیون,1377/02/02,اختلاف‌افکنی؛ تقوای سیاسی؛ جامعه اسلامی؛ تخریب اذهان؛ تبلیغ صحیح؛ اخلاق سیاسی؛ اقتدار اقتصادی؛ قدرت تحلیل سیاسی؛ مردمی بودن مسئولان؛ ,baianat
2882,بیانات در دیدار کارگزاران نظام,1377/01/27,اتحاد ملی و انسجام اسلامی؛ اختلاف‌افکنی؛ دشمن‌شناسی؛ امر به معروف و نهی از منکر؛ جامعه اسلامی؛ تمدن اسلامی؛ احساس مسئولیت؛ تمدن‌سازی نوین اسلامی؛ ,baianat
7762,بیانات در دیدار با امیر خلبان حسین لشگری,1377/01/19,مقاومت ملت ایران؛ ,baianat
2879,بیانات در دیدار زائران و مجاوران حرم مطهر رضوی,1377/01/01,اصلاح الگوی مصرف؛ مذاکره با آمریکا؛ استکبارستیزی؛ تحریم اقتصادی؛ حمایت از تولید ملی؛ عزت ملی؛ انزوای سیاسی؛ دستاوردهای انقلاب اسلامی؛ تجملگرایی؛ محاصره اقتصادی؛ اقتصاد بدون نفت؛ توهم توطئه؛ انزوای آمریکا؛ استحکام ساخت درونی؛ مصالح ملّی؛ تعامل با دنیا؛ انزوای ملت ایران؛ ,baianat
2997,بیانات در دیدار اقشار مختلف مردم‌,1378/12/11,اختلاف‌افکنی؛ عزت ملی؛ افکار عمومی؛ تجملگرایی؛ محاصره اقتصادی؛ آرامش سیاسی؛ مشارکت مردم؛ امنیت ملّی؛ دوقطبی دروغین؛ ,baianat
2994,بیانات در دیدار کارگزاران حج‌,1378/11/26,اقتدار ملی؛ بصیرت؛ نظام سلطه؛ قانون‌‌گرایی؛ اعتماد به خدا؛ برائت از مشرکین؛ حضور مردم در صحنه؛ ارزش‌های انقلاب اسلامی؛ سرنوشت انقلاب اسلامی؛ نامزد اصلح؛ آرامش سیاسی؛ استحکام ساخت درونی؛ مشارکت مردم؛ اقتدار درون‌زا؛ مصالح ملّی؛ ,baianat
2991,بیانات در دیدار پرسنل نیروی هوایی در دانشگاه هوایی شهید ستّاری,1378/11/19,آرمانخواهی؛ مقاومت ملت ایران؛ دیدار نیروی هوایی ارتش به مناسبت ۱۹ بهمن؛ ,baianat
2989,بیانات در دیدار اقشار مختلف مردم‌,1378/11/13,عبرت‌های انقلاب؛ محاصره اقتصادی؛ حضور مردم در صحنه؛ احساس مسئولیت؛ سال‌ امام‌ خمینی (ره‌)؛ آرامش سیاسی؛ مشارکت مردم؛ مصالح ملّی؛ دست قدرت الهی؛ ,baianat
2988,بیانات در دیدار اعضای هیأت علمی کنگره امام خمینی(ره),1378/11/04,تهاجم فرهنگی؛ مردمسالاری دینی؛ نوآوری و شکوفایی؛ نظام سلطه؛ اقتصاد اسلامی؛ شبهه‏‌افکنی؛ امام خمینی(رضوان‌الله‌تعالی‌علیه)؛ اسلام سیاسی؛ دموکراسی غربی؛ الگوسازی؛ نقاط قوت جمهوری اسلامی؛ نقاط ضعف جمهوری اسلامی؛ حرف نو جمهوری اسلامی؛ مقاومت ملت ایران؛ استقلال فرهنگی؛ هنر امام خمینی؛ تحریف امام؛ پیام به یادواره‌ها و بزرگداشت‌ها؛ ,baianat
31880,بیانات در دیدار مردم قم,1378/10/19,دیدار مردم قم به‌مناسبت نوزدهم دی؛ ,baianat
2987,بیانات در خطبه‌های نماز عید فطر,1378/10/18,خودی و غیرخودی؛ قانون‌‌گرایی؛ آرامش سیاسی؛ ,baianat
